;Person;Affiliation;PrimaryKey
1711;Editor; D.L.A. Agra.;1276
1712;Dr. (Brigd.) T. Prabhakar; Director U.P. Rural Institute of Medical Sciences & Research;1277
1713;Prof. Harvinder Singh; Director Bundelkhand Institute of Engineering & Technology;1278
1714;Editor; Dainik Jagran;1278
1715;Prof Harvinder Singh; Direcotr Bundelkhand Institute of Engineering & Technology;1279
1716;Shri PNV Prasad; State Coordinator YSR Congress Party;1280
1717;Editor; Eenadu;1280
1718;Mrs. S. L. Kameshwari; Assistant Professor College of Home Science;1281
1719;Shri Ramesh Kumar; Deputy Superintendent of Police;1283
1720;Shri M.K. Solabheshwarappa; Assistant Commissioner of Police;1286
1721;Ms. V. Usha Rani; IAS;1288
1722;Editor; Times of India;1288
1723;Shri Nanje Gowda; Ex-President the Karnataka Cooperative;1290
1724;Editor; Agni - Idu Pattrikealla;1290
1725;Editor; Samaj Ka Setu;1291
1726;Shri Karuna Kanta Barua; IAS;1292
1727;Editor; The Telegraph;1292
1728;Shri Mriganka Bhattacharjee; Working Chairman Crime Prevention Council of India;1293
1729;Editor; The Telegraph;1293
1730;Shri Mriganka Bhattacharjee; Working Chairman Crime Prevention Council of India;1294
1731;Editor; Asomiya Pratidin;1294
1732;Editor; The Statesman;1295
1733;General Secretary; Popular Front of India;1296
1734;Editor; Hindustan Times;1296
1735;General Secretary; Popular Front of India;1297
1736;Editor; The Inquilab;1297
1737;General Secretary; Popular Front of India;1298
1738;Editor; The New Sunday;1298
1739;General Secretary; Popular Front of India;1299
1740;Editor; Nav Bharat Times;1299
1741;General Secretary; Popular Front of India;1300
1742;Editor; Deccan Chronicle;1300
1743;Shri Sushil Kumar Agarwal; President Nagar Pachayat;1301
1744;Editor; Dainik Jagran;1301
1745;Editor; Dainik Jagran;1302
1746;Editor; Gujarati Daily;1304
1747;Sandesh; Gujarati Daily;1304
1748;Shri Kiran S. Sahu; Wing Commander (Retd.) Presidnet;1305
1749;Editor; Samaja;1305
1750;Shri Kiran S. Sahu; Wing Commander (Retd.) Presidnet;1306
1751;Editor; Prajatantra;1306
1752;Shri R.K. Agarwal; Managing Director Hi-Tech Chemicals (P) Ltd.;1307
1753;Editor; Prabhat Khabar;1307
1754;Mohd. Noor Hussain; State President Samta Party;1308
1755;Editor; Prabhat Khabar;1308
1756;Editor; The Samaya;1310
1757;Shri Suresh Chandra Johri; Eye Consultant District Hospital;1311
1758;Editor; Royal Bulletin;1311
1759;Shri Amarkant Singh; District Basic Education Officer;1312
1760;Editor; Amar Ujala;1312
1761;Shri Rituraj Shukla; Director Kapil Ganga T.V.;1313
1762;Editor; Hindustan;1314
1763;Mohd. Taiyab Palaki; Chairman Municipal Corporation;1315
1764;Shri Santosh Kushwaha; Organizer Maiswa District Forum;1316
1765;Editor; Rashtriya Sahara;1316
1766;Editor; Dainik Jagrna;1317
1767;Shri Upender Kumar Agarwal; Superintendent of Police;1318
1768;Editor; Dainik Jagrna;1318
1769;Editor; Dainik Jagran;1319
1770;Editor; Dainik Jagran;1320
1771;Editor; Hindustan;1321
1772;Editor; Dainik Jagran;1322
1773;Editor; Rashtriya Sahara;1323
1774;Editor; Tehalka;1325
1775;Smt. Vimla Devi; Spokesperson Citizen Charter;1326
1776;Shri Anoop Shramik; Human Rights Activist and Member of District SC/ST Monitoring and Vigilance Committee;1327
1777;Editor; Rashtriya Sahara;1327
1778;Shri Omkar Rana; (the then District Basic Education Officer;1328
1779;Shri D.P. Joshi; S.D.O.;1329
1780;Editor; Hindustan;1329
1781;Joint Commissioner of Police (Crime); Detective Department;1331
1782;Md. Abdul Khaleque; MLA;1332
1783;Editor; Asomiya Pratidin;1332
1784;Shri Subhra Sankar Laskar; Office of the Block Development Officer;1333
1785;Editor; Tripura Times;1334
1786;Shri Dhiraj Singh; Director (M&C) Ministry of Commerce and Industry;1335
1787;Editor; India Today;1335
1788;Editor; Dainik Bhaskar;1336
1789;Shri Chandra Prakash Arya; Branch Manager State Bank of India;1337
1790;Editor; Abu Samachar;1337
1791;Shri Chandra Prakash Arya; Branch Manager State Bank of India;1338
1792;Shri Tarbabu; Police;1340
1793;Editor; Dainik Supreme News;1340
1794;Editor; Prabhat Khabar;1341
1795;Dr. Javed Chowdhary; Prof. & HOD Pediatrics & Medical Superintendent G.B. Pant Cannt. Gen Hospital;1342
1796;Editor; The Daily Rising;1342
1797;Dr. Kamal Kishore Singh; DIG of Police;1343
1798;Editor; Times of India;1343
1799;Editor; Dainik Jagran;1344
1800;Shri Rajesh Daga; Associate VicePresidnet (Sales Co-Ordinator) Electro Steel Castings Limited;1345
1801;Editor; Statesman;1345
1802;Editor; The Tura Times;1346
1803;Mohmad Nadeem; Director Surabhi Property Dealer;1347
1804;Editor; Dainik Jabalpur Express;1347
1805;Editor; Hindustan Times;1348
1806;Shri Ravinder Dwivedi; National President Anti-Corruption Committee;1349
1807;Shri Bajireddy Goverdhan; Member Central Governing Council;1350
1808;Editor; Dainik Bhaskar;1354
1809;Editor; Dainik Jagran;1355
1810;Editor; Dainik Jagran;1356
1811;Shri Rahul Jain; District Programme Manager National Rural Health Mission;1357
1812;Bureau Chief; Dainik Jagran;1357
1813;Shri Jaswant Singh; Superintendent of Police (City);1358
1814;Editor; Shivalik Blitz;1358
1815;Shri Ramlal Jat; State Minister of Mines;1359
1816;Editor; Rajasthan Patrika;1359
1817;Editor; The Times of India;1360
1818;General Secretary; Popular Front of India;1361
1819;Editor; Dainik Jagran;1361
1820;General Secretary; Popular Front of India;1362
1821;Editor; Dainik Jagran;1362
1822;Secretary; Jharkhand Academic Council;1363
1823;Shri H.C. Pradhan; General Manager Admn. & Corp. Communication;1364
1824;Editor; Daily News & Analysis;1364
1825;Shri Badal Chatterjee; Special Secretary (Agriculture) Government of Uttar Pradesh;1365
1826;Editor; Jagat Vision;1366
1827;Editor; Dainik Jagran;1367
1828;Shri Sandeep Kumar Verma; Head T.T.-I Northern Railway;1368
1829;Editor; Dainik Jagran;1368
1830;Shri Sandeep Kumar Verma; Northern Railway;1369
1831;Chief Train Ticket Examiner; Northern Railway;1369
1832;Editor; Hindustan;1369
1833;Editor; DNA;1370
1834;Editor; Ajit Samachar;1371
1835;Editor; Maruti Express;1372
1836;Editor; Nai Duniya;1373
1837;Smt. Aditi Das Rout; Director Department of Commerce;1374
1838;Editor; Realpolitik;1374
1839;Editor; Sandesh;1375
1840;Editor; Hindustan;1376
1841;Editor; Dainik Jagran;1377
1842;Shri M.S.V.C. Varma; Assistant Manager (Transport) A.P. State Road Transport Corporation;1378
1843;Shri Dabru Anand; Chief ExecutiveParakletor Worldwide Intelligence Network;1379
1844;Amar Ujala; Agara & Allahabad edition;1380
1845;Editor; Dainik Jagran;1381
1846;Shri Dhruv Gupta; Superintendent of Police;1382
1847;Editor; Dainik Bhaskar;1382
1848;Shri Jagannath Mohanty; OAS;1383
1849;Editor; B.P.N. Times;1384
1850;Editor; Dainik Jagran;1385
1851;Shri Satya Narayan Sharma; Bureau Chief Raj Express;1386
1852;Editor; Dainik Jagran;1388
1853;Editor; Prabhar Khabar;1389
1854;Professor (Dr.) Pijushkanti Saha; Vice-Chancellor (Retd.) University of North Bengal;1390
1855;Editor; City Media;1391
1856;Editor; Shar Times;1392
1857;Shri Rajinder Kumar Ahuja; ASI;1394
1858;Editor; Samaj ki Jhalak;1394
1859;Shri Anil Khokhar; Advocate;1395
1860;Editor; Rashtriya Naveen Mail;1396
1861;Shri C.K. Anil; IAS Managing Director Bihar StateCo-operative Marketing Union Ltd.;1397
1862;Editor; Dainik Jagran;1397
1863;Dr. Nutan Thakur; Secretary NonGovt. Gomti Nagar;1398
1864;Editor; I-Next;1398
1865;Editor; The Amar Ujala;1400
1866;Editor; Bijnor Times;1401
1867;Editor; Punjab Kesari Group;1402
1868;Editor; Pragativadi;1403
1869;Dr. A.K. Roy; Vigilance Officer Indian Grassland & Fodder Research Institute;1404
1870;Editor; Citizen Power;1404
1871;Mrs. Natacha Gallissot; President  Action Formation Education Voyage;1405
1872;Editor; Dainik Bhaskar;1405
1873;Editor; Dinamalar;1406
1874;Editor; Eenadu A.P.;1407
1875;Shri P. Mohanan;(through Advocate) District Jail;1408
1876;Smt. Vandana Chakrabarti; Pro-Vice Chancellor SNDT Women’s University;1411
1877;Editor; Mid - Day;1411
1878;Ms. M.V. Jayagowri; I.P.S;1412
1879;Editor; Mangalam Daily;1414
1880;Editor; The Hindu;1415
1881;St. Susheel Somani; Managing Director G. Claridge and Company;1421
1882;Editor; Comparative Physiology and Ecology;1422
1883;Editor; University Today;1423
1884;Arun Shourie; Editor  Indian Express;1423
1885;Sh. Mohan Nagpal; President Punjab Union of Journalists;1426
1886;Sh. M. A. Sattar; Director Directorate of Information & Public Relations;1427
1887;Editor; Manipur News;1427
1888;Sh. M. A. Sattar; Director Directorate of Information & Public Relations;1428
1889;Sh. R. R. Dalavi; Chairman Provincial Consumers' Association;1429
1890;Sh. Charanjit Kumar; General Secretary Handicapped Welfare Committee;1430
1891;Sh. Lalit Mohan Gautam; Advocate;1433
1892;Editor; Indian Express;1433
1893;Sh. S. M. Khan; Information Officer CBI;1434
1894;Sh. D. R. Tamta; Deputy Secretary (Home) Delhi Admn.;1435
1895;Sh. Mangat Rai Danav; Gen. Secretary Bharatiya Valmiki Dharma Samaj;1436
1896;Sh. D. R. Tamta; Deputy Secretary (Home G) Delhi Administration;1437
1897;Sh. K. Vijaya Rama Rao; Commissioner of Police;1438
1898;Dr. M. S. Ummer; President Anjuman Ittigagul Muslimeen Al-Alam;1439
1899;Sh. D. D. Agarwal; General Secretary Bharatiya Jana Sangh;1440
1900;Sh. D. N. Saikia; Deputy Secretary to the Government of Assam;1441
1901;Smt. Sundari Mani; Vice-President Consumers Protection Forum Madras;1442
1902;Smt. Sundari Mani; Vice-President Consumers Protection Forum Madras;1443
1903;Sh. Meer Wajid Ali; Secretary Wakf Committee;1447
1904;Sh. D. D. Agarwal; General Secretary Bharatiya Jana Sangh;1448
1905;Resident Secretary; Shri Gaur Brahmin Seva Samiti;1450
1906;Smt. Shashi Doon; Programme Officer District I.C.D.S.;1453
1907;Smt. Shashi Doon; Programme Officer ICDS Cell;1454
1908;Sh. Sanjeev Garg; Convenor Doordarshan;1457
1909;Sh. R. D. Singh; Advocate;1463
1910;Divisional Manager; Syndicate Bank;1466
1911;Sh. Krishna Kumar Prasad; Managing Director Bihar Warehousing Corporation;1471
1912;Sh. P. N. Singh; Publisher  Vanachal Express;1475
1913;Sh. Hanuman Prabhakar; Minister of Irrigation Cooperative;1476
1914;Sh. C. Mothiram; IPS;1480
1915;Gandinada Sanchari; Kannada Weekly Karnataka;1480
1916;Secretary; Goods Transport Association;1483
1917;Sh. Har Dev Singh; Senior Advocate Supreme Court of India;1485
1918;Sh. Mohan Singh Barmah; Legal Adviser NIC Finance India Ltd.;1487
1919;Chief Editor; Sarab Shakti Samachar;1487
1920;Founder Secretary; Ladies Association;1488
1921;Sh. Pawan Bansal; Ex-MP Rajya Sabha;1490
1922;Lakshman Singh; Ex-Minister of State Government of Rajasthan;1491
1923;Ch. Ajmat Khan; Ex-Minister Animal Husbandry Haryana;1492
1924;Mohd. Hussain Shah; President The Mysore Family Fateha Fund;1494
1925;Sh. P. K. Rastogi; Manager Syndicate Bank;1495
1926;Sh. Arvind Joshi; President NSUI;1497
1927;Sh. S. Ramaswamy; General Manager Ordinance Clothing Factory;1498
1928;Sh. S. Ramaswamy; General Manager Ordinance Clothing Factory;1499
1929;Sh. O. P. Sahni; Prop. Abba Auditorium;1502
1930;Managing Director; M/s. Vayudoot Ltd.;1504
1931;Secretary; Student Nurses Sangh;1505
1932;Sh. M. Gopalkrishnan; Reliance Industries Ltd.;1506
1933;Lt. Col. G. R. Rao; CO. 13 UP Girls' Bn.;1510
1934;Editor; RB Times;1510
1935;Sh. R. P. Dube; Leader Staff Council;1511
1936;Editor; Civic Forum;1511
1937;Sh. D. N. Rattanpaul; Manager N.T.C.;1512
1938;Sh. Santosh Singh; Medical Officer Govt. Ayurvedic Hospital;1515
1939;Sh. Ganesh Kumar Mishra; General Secretary Bihar Working Journalists Union;1516
1940;Sh. Tabarakullah Khan; Advocate;1517
1941;Editor; Murasoli;1518
1942;Sh. Arun Prasad; IAS;1519
1943;Dr. S. G. Rajaratnam; Chairman Oslers Pharma Limited;1520
1944;Principal; St. Joseph's College;1521
1945;Sh. S. N. Chatterjee; Director Information and Publicity Delhi Admn.;1524
1946;Sh. Bhupinder Singh; Reader Punjabi University;1526
1947;Editor; The Samaj;1528
1948;Editor; Deccan Chronicle;1529
1949;Shri Tanvir Ahmad; Deputy Director (Estate-1) New Delhi Municipal Council;1530
1950;Editor; Navbharat;1530
1951;Editor; Dainik Jagran;1534
1952;Ms. Shobha Aggarwal; Member AIDS Bhedbhav Virodhi Andolan;1538
1953;Editor; The Hindu;1538
1954;Sh. Rajinder Singh; IPS;1540
1955;Shri V. Sagar; Secretary The Institute of Chartered Accountants of India;1542
1956;editor; DLA;1542
1957;Editor; Dainik Jagran;1543
1958;Editor; Amar Ujala;1544
1959;Editor; The Hindustan Times;1545
1960;Director General of Police; Jammu & Kashmir Police;1546
1961;Shri M. Siraj Anwar; Professor & Head Publication Division;1547
1962;Editor; Times of India;1548
1963;Shri Dibya Kant Shukla; Secretary U.P. Secondary Education Service Selection Board;1549
1964;Editor; Dainik Jagran;1549
1965;Editor; The Indian Express;1551
1966;Editor; Himalaya Darpan Siligury;1552
1967;Shri Shri Kant Rai; NTPC Executives' Federation of India;1553
1968;Secretary General; NTPC Executives' Federation of India;1553
1969;Editor; Union Territory Independent;1553
1970;Shri Mithun Ghosh; Specialist Forensic Medicine;1554
1971;Editor; Deccan Chronicle;1555
1972;Editor; Daily Thanthi;1558
1973;Sh. P.E.B. Menon; Pranth Sanghachalak;1559
1974;Dr. N.S. Ashok Kumar; Bangalore University;1560
1975;Editor; The New Indian Express;1560
1976;Dr. B. Srinivasulu; M.D. Aditya Nursing Home;1562
1977;Editor; Eenadu Andhra Pradesh;1562
1978;Editor; The Times of India;1563
1979;Editor; Mathrubhumi;1564
1980;Dr. C.V. Ravindranath; Managing Partner & Managing Trustee Krishna Jewels;1565
1981;Editor; Malayalam Manorama;1565
1982;Dr. C.V. Ravindranath; Managing Partner & Managing Trustee Krishna Jewels;1566
1983;Dr. C.V. Ravindranath; Managing Partner & Managing Trustee Krishna Jewels;1567
1984;Editor; Mathrubhumi Weekly;1567
1985;Shri A.S. Dinesh Kumar; Managing Director A.P. State Fibre Net Ltd.;1568
1986;Registrar; Shri Padmavati Mahila Visvavidyalayam;1570
1987;Editor; The Vil Voice;1571
1988;Editor; Telegraph;1572
1989;Dr. Amit Kumar; President National Public Service Commission;1573
1990;Editor; Dainik Jagran;1573
1991;Dr. Arunima Chakravorty; Principal DPS;1574
1992;Editor; Dainik Jagran;1574
1993;Shri Prasun Maitra; State Committee Member Hindu;1575
1994;Shri Ajay Nandi; Kshetriya Sanghachalak;1576
1995;Editor; Bengal News Paper;1576
1996;Ei-Somoy; Bengal News Paper;1576
1997;Editor; The Statesman;1577
1998;Dr. Sudip Chatterjee; Secretary Park Clinic;1578
1999;Editor; Ananda Bazar Patrika;1579
2000;Editor; Ananda Bazar Patrika;1580
2001;Shri S.K. Sharma; Dy. General Manager Uranium Cor-poration of India Ltd;1581
2002;Editor; Prabhat Khabar;1581
2003;Dr. G. Narayan; Medical Practitioner at Primary Health Centre;1582
2004;Shri Ramji Prasad Gupt; Editor Gorakhpur Mail;1583
2005;Shri Vimal Shukla; Party President Dist. Congress Committee;1584
2006;Shri Navneet Kumar; Reporter Hindustan;1584
2007;Editor; Dainik Jagran;1585
2008;Editor; Maharashtra Times;1587
2009;Editor; Lokmat;1588
2010;Editor; Navbharat Times;1589
2011;Dr. S.K.Arora; Addl. Director Directorate General of Health Services;1590
2012;Editor; Times of India;1590
2013;Editor; Naya India;1591
2014;Shri Namo Jain; President and Meerut LPG Distributors Association;1592
2015;Shri Pawan Soni;General Secretary Meerut LPG Distributors Association;1592
2016;Editor; Dainik Pratigya;1592
2017;Shri Manoj Prabal; Reporter Rashtriya Reporter;1593
2018;Editor; Dainik Jagran;1594
2019;Smt. Kirti Gautam; Secretary U.P. Secondary Education Service Selection Board;1595
2020;Editor; Dainik Jagran;1595
2021;Editor; Asomiya Khabar;1596
2022;Dr. Sangram K. Mohapatra; Managing Director SSB Hospital;1599
2023;Editor; The Seva Shree;1599
2024;Shri V. Sagar; Secretary The Institute of Chartered Accountants of India;1602
2025;Editor; Rajasthan Patrika;1602
2026;Shri V. Sagar; Secretary The Institute of Chartered Accountants of India;1603
2027;Editor; The Economic times;1603
2028;Senior Medical Superintendent; Deen Dayal Upadhayay Zonal Hospital;1604
2029;Principal; Dr. R.P. Govt. Medical College;1605
2030;Editor; Dainik Jagran;1605
2031;Editors; Dainik Jagran;1607
2032;Editor; The Hindustan Times;1608
2033;Editor; Pradesh Today;1609
2034;Shri Suresh Harchandani;and others Directors of Navjeevan Coop. Bank;1610
2035;Shri Lalit Jain; Jyoti Flames;1612
2036;Shri Venugopal Darbha; Coding Officer Government Opium & Alkaloid;1614
2037;Editor; Dainik Bhaskar;1614
2038;Editor; Dainik Jagarn;1616
2039;Authorized Signatory; Patanjali Yogpeeth;1617
2040;Editor; Pharmacist Times;1617
2041;Shri Jata Shankar; President Sri Kashi Jivdaya Vistarni Gaushala;1618
2042;Editor; Gunj Uthi Ranbhari;1618
2043;Dainik U.P.; News Express;1622
2044;Shri M.P. Nathanael; Consultant (PR) NCERT;1624
2045;Editor; Greno Express;1624
2046;Dr. Sudhakar Singh; Bachpan Hospital;1625
2047;Dr. Sudhakar Singh; Bachpan Hospital;1626
2048;Editor; Navbharat Times;1626
2049;Editor; Youth India;1627
2050;Editor; Youth India;1628
2051;Editor; Youth India;1629
2052;Shri Arun Sharma; Director Admn. (Drugs);1630
2053;Editor; Union Territory Independent;1630
2054;Shri Kamalkant Tiwari; President Subhash Children Society;1631
2055;Editor; True Time;1632
2056;Editor; Dinamalar;1633
2057;Dr. Sasi Kanth; Assistant Professor Forensic Medicine;1634
2058;Editor; Sakshi Daily;1634
2059;Shri Mohammed Basheer; Popular Front of India;1638
2060;Editor; The Kesari;1638
2061;Shri Mohammed Basheer; Popular Front of India;1639
2062;Editor; The Mangalam Daily;1639
2063;Director;of Manidhanaeyam Charitable Trust;1640
2064;Director;of Manidhanacyam Charitable Trust;1641
2065;Editor; Samathuvam;1642
2066;Shri Niranjan Barman; OSD to the Speaker Tripura Legislative Assembly;1647
2067;Editor; BITIRNA;1647
2068;Shri Saurabh Priyadarshi; Principal J.S.M. DAV;1648
2069;Editor; Dainik Jagran;1651
2070;Shri Shiv Shankar Sahani; President Bhrashtrachar Unmulan Samiti;1653
2071;Editor; Hindustan Bhaskar;1653
2072;Shri Shiv Shankar Sahani; President Bhrashtrachar Unmulan Samiti;1654
2073;Shri Shiv Shankar Sahani; President Bhrashtrachar Unmulan Samiti;1655
2074;Dr. J.K. Nandi; Registrar Vidyasagar University;1656
2075;Shri Ashutosh Kumar Saxena; Senior Administrative Officer Electrical Safety;1657
2076;Editor; Swatantra Bharat;1657
2077;Editor; Hindustan;1658
2078;Shri Praveen Thakral; Chairman Oriental College of Management;1660
2079;Editor; Pradesh Today;1660
2080;Editor; Pradesh Headlines;1661
2081;Editor; Amar Ujala;1662
2082;Editor; The Sambad;1663
2083;Shri Vivek Sharma; IRTS;1664
2084;Editor; Vidhan Kesari;1664
2085;Shri V.Sagar; Secretary ICAI;1665
2086;Editor; the Times of India;1665
2087;The Editor; Deccan Chronicle;1667
2088;Shri Deepak Hedau; Civil Engineer Nagpur Municipal Corporation;1668
2089;The Editor; Hindustan Times;1668
2090;Shri Deepak Hedau; Civil Engineer Nagpur Municipal Corporation;1669
2091;The Editor; The Tribune;1669
2092;Shri Suresh Yogi; Reporter Dainik Navjyoti;1670
2093;The Editor; Inqalab Urdu Dainik;1678
2094;Editor; Dainik Jagran;1679
2095;Shri P.K. Singh; Dy. Director Information;1681
2096;Dainik Khulasa;the Vision;1681
2097;Shri Namo Jain; President and Meerut LPG Distributors Association;1682
2098;Shri Pawan Soni;General Secretary Meerut LPG Distributors Association;1682
