Person;Affiliation;PrimaryKey
Shri R.N. Manchanda; Spokesperson  Sales Tax Department;2034
Shri R. N. Manchanda; Spokesperson  Sales Tax Department;2035
Editor; Dainik Jagran;2035
Shri Vaidya Jagjit Singh; Chandigarh Ayurvedic Centre;2036
Editor; Dainik Jagran;2036
Managing Editor and Reporter; Early Times;2037
Shri Abhishek Jain; IAS;2038
Editor; Aap Ka Faisla;2038
Editor; Chandrika Daily;2039
Shri M.D. Mulla; Press Reporter and the Editor Sakal;2040
Prof. Y.R. Hara Gopal Reddy; Ex-Vice Chancellor Acharya Nagarjuna University Hyderabad;2042
Editor; T.V. Channel Hyderabad;2042
Andhra Jyothi; T.V. Channel Hyderabad;2042
Registrar; Acharya Nagarjuna University;2043
Editor; Dainik Hindustan;2044
Dr. Jagdish K. Dadhich; S.E.O.;2046
Lt. Col. A.B. Sawarkar; Retd. Secretary  Army Welfare Cooperative Housing Society;2047
Editor; Daily News & Analysis;2047
Ms. M.C. Borwankar; Commissioner of Police;2048
Editor; Pune Mirror;2048
Ms. M.C. Borwankar; Commissioner of Police;2049
Editor; Mumbai Mirror;2049
Editor; Business India Magazine;2050
Shri Naveen Jindal; M.P.  Lok Sabha;2051
Shri M. R. Premi; Sub Inspector (Retd.) U.P. Police;2052
Editor; Dainik Jagran;2053
Editor; Rajasthan Patrika;2054
Dr. R.K. Kotnala; Secretary  Society for Scientific Values;2055
Editor; The Times of India;2055
Shri Ravinder Dwivedi; National President Anti-Corruption Committee;2056
Shri Ravinder Dwivedi; National President  Anti Corruption Committee;2057
Editor; Bhoomi;2057
Dr. Prabhjot Kaur; Guru Nanak Hospital;2059
Editor; The Tribune;2059
Shri Inderpal Singh; Registrar  Engineering College Cell;2060
Editor; Hindustan Times;2060
Shri Manoj Monga; Autorised Signatory M/s. Videocon Industries Limited;2061
Editor; Raj Express;2061
Shri Jawahar Shankar Kumar; Executive President Bihar State Stenographer/ Clerk Union;2062
Editor; Prabhat Khabar;2062
Shri Vijay Kumar Ojha; Deputy Director Department of Mines and Geology;2063
Editor; Dainik Jagran;2063
Editor; Dainik Jagran;2064
Shri Dilip Kumar Singh; Vice President Heritage Institute of Hotel & Tourism;2067
Shri Inderjeet Bishnoi; Member  District Council;2068
Editor; Sandhya Border Times;2068
Shri K.L. Soni; Ex-District President BJP Unit;2070
Editor; Guru Express;2070
Rameshwar Soni; Member  Patient Welfare Committee;2071
editor; Nai Duniya;2071
Shri Smriti Ratan Mishr; BRCC;2072
Editor; City Blast;2072
Shri Smriti Ratan Mishr; BRCC;2073
Dr. Beena Singh; Head  Department of Zoology;2074
Editor; People’s Samachar;2074
Dr. Beena Singh; Head Department of Zoology;2075
Dr. Beena Singh; Head  Department of Zoology;2076
Editor;  Rajasthan Patrika;2076
Dr. Beena Singh; Head  Department of Zoology;2077
Editor; Dainik Bhaskar;2078
Shri Daya Shankar Shrivastava; Additional Programme Officer MGNREGA;2079
Editor; Raj Express;2079
Editor; Shabd Dot Com;2080
Editor; Hari Bhoomi;2081
Shri S. Faheem Ahmed; General Manager Government Opium & Alkaloid Works;2082
Editor; Dainik Bhaskar;2082
Shri Akhilesh Jha; IPS;2083
Editor; Raj Express;2083
Shri  P.V.  Sudhakaran; Administrator Universal Institute of Legal Studies;2084
Editor; The Hindustan Times;2084
Smt. Neeta Jain; Advocate  President  Water Works Department;2085
Editor; Dainik Navbharat;2085
Dr. Devender Singh; Senior Medical Officer District Hospital;2086
Editor; Navbharat;2086
Shri Sukhdev Singh Jangid; President Akhil Bhartiya Jangid Brahmin Mahasabha;2087
Editor; Lord Vishvakarma International;2087
Editor; Raj Express;2088
Editor; Aaj;2089
Shri Ajay Pal Singh; Telecom District Manager Bharat Sanchar Nigam Limited;2091
Editor; Swatantra Bharat;2091
Shri Narender Kumar Parmar; Programme Assistant and Common Education Programme;2092
Shri Shyam  Sunder Solanki; Additional District Planning Coordinator Common Education Programme;2092
Dr. Chanderpal; District Basic Education Officer;2093
Editor; Dainik Jagran;2094
Shri Sukhdev Sharma; President  Jangid Bhraman Mahasabha;2096
Dr. Sudha Singh; Chairman  Unique Institute of  Management & Technology & Education;2097
Shri Prashant Gautam;Coordinator  Bahujan Samaj Party;2098
Patrakar;Coordinator  Bahujan Samaj Party;2098
Pratyakshi;Coordinator  Bahujan Samaj Party;2098
Dainik  Janvani; Meerut U.P. February 18  2013 Dismissed 133 Compliant of M/s Unicorn Securities Pvt. Ltd.;2098
Shri R.S. Rana; General Secretary International Spiritual Organization;2099
Editor; Sandesh;2099
Editor; Dainik Swatantra Bharat;2100
Editor; Dainik Jagran;2101
Shri Naresh Kumar Verma; District Basic Education Officer;2102
Editor; Amar Ujala;2104
Shri Malkhe Dikshit; Police Station;2105
Senior  Sub-Inspector; Police Station;2105
Shri Amitabh Thakur; IPS Officer UP Cadre;2106
Editor; Dainik Jagran;2106
Editor; Bombay Samachar;2107
Editor; Mumbai Mirror;2108
Editor; Outlook;2109
Editor; The Times of India;2110
Ms. Anita Verma Singh; Member Secretary Uttar Pradesh State Women Commission;2111
Editor; The Times of India;2111
Shri Nalin Kant Vajpai; General Secretary M.P.W.I.U.;2112
Editor; Balaghat Today;2112
Dr. I.A. Khan Anzana; President  Khankaha Sufi Didar Shah Chishti;2114
Shri Sohan Das; State Secretary  Haryana Gyan Vigyan Samiti;2115
Editor; Dainik Jagran;2115
Editor; Public Magazine;2116
Shri S.C. Kapoor; Wing Commander (Retd.);2117
Editor; The Times of India;2117
Prof. N. K. Jain; Registrar Doctor Harisingh Gour Vishwavidyalaya;2119
Editor; Dainik Jagran;2119
Shri Amar Kumar Singh; Head Department of English;2120
Shri Navdeep Singh Virk; IPS;2121
Shri Shiv Kumar Faizabadi; Secretary Jagruk Nagrik Manch;2122
editor; The Hindustan Times;2123
Editor; The Hindu;2124
Editor; Hindustan;2125
Shri N.B. Mani; Under Secretary Technology Department Board;2126
Editor; Rashtriya Sahara;2126
Editor; Rashtriya Sahara;2127
Dr. Zora Singh; Chairman  Desh Bhagat Group of Institutes;2131
Editor; The Times of India;2131
Shri Nungsanglemba; AO JDPR;2132
Editor; Dainik Bhaskar;2132
Editor; The Times of India;2133
Editor; The Times of India;2134
Shri R. Manohar; Head Programmes South India Cell for Human Rights Education and Monitoring;2135
Editor; The Times of India;2135
Shri R. Manohar; Head Programmes South India Cell for Human Rights Education and Monitoring;2136
Editor; Deccan Chronicle;2136
Editor; The New Indian Express;2137
Editor; Bijnor Times;2138
Editor; Shah Times;2140
Editor; Royal Bulletin;2141
Shri A.T.M. Rangaramanujam; Senior Advocate Supreme Court of India;2142
Shri A.T.M. Rangaramanujam; Senior Advocate Supreme Court of India;2143
Dr. Padmaja Jayaram; Anuradha Nursing Home;2145
Editor; Lakshmeesha Patrike;2145
Shri Ashok Nath; Library and Information Officer;2146
Editor; Ananda Bazaar Patrika;2146
Shri Ashok Nath; Library and Information Officer;2147
Editor; The Telegraph;2147
Editor; Outlook Magazine;2148
Editor; The Economic Times;2149
Editor; Dainik Jagran;2150
Secretary; Rajdhani Nagar Sahkari Bank Ltd.;2151
Shri R.P. Mishr; Accounts Officer Uttar Pradesh Jagadguru Rambhadracharya Handicapped University;2152
Prakhar Vichar; Patrika;2152
Shri Upender Kumar Agarwal; IPS;2153
Editor; Aaj;2153
Editor; Amar Ujala;2154
Shri Riyaz Ahmed Khan; District President District Congress Committee;2155
Editor; Dainik Jagran;2155
Dr. Vinod Kumar Rai; Chairman & Managing Director R.R. Memorial Surgical Centre Pvt. Ltd.;2156
Editor; Namantar;2156
Mohd. Moteen Khan; Fast Track Court - II;2158
Additional Sessions Judge; Fast Track Court - II;2158
Shri Braham Kumar Trimurti; Manager Khadi Karamchari/Shramik Kalyan Samiti;2159
Shri Suman Dhagra; Chairman Shri Digmber Jain Panchayat Mandir;2160
Shri P. P. Kapoor; Haryana State Convener Labour Union;2161
Editor; Dainik Bhaskar;2161
Shri R.D. Rahi; Executive Engineer Public Works Department;2162
Shri Satyendra Veer Singh; Superintendent of Police;2163
Editor; Dainik Jagran;2163
Shri G.N.K. Tomar; All India Bank Recovery Rapid Action Force;2164
Chief General Director; All India Bank Recovery Rapid Action Force;2164
Editor; Dainik Jagran New Delhi;2164
Shri G.N.K. Tomar; All India Bank Recovery Rapid Action Force;2165
Chief General Director; All India Bank Recovery Rapid Action Force;2165
Editor; Dainik Jagran;2166
Shri Vinod Kumar Sharma; Deputy Superintendent of Education-Cum-Regional Education Officer;2169
Editor; Hindustan;2169
Editor; Vilmurasu Monthly Magazine;2170
Shri M.S. Bitta; Chairman  All India Anti - Terrorist Front;2173
Shri Viresh Shandilya; Chief Editor Dainik Jyotikan;2173
Shri Om Parkash; Under Secretary to the Government of India;2174
Editor; Medicare News Fortnightly;2174
Editor; The Economic Times;2176
Shri Deoraj Singh Patel; MP Lok Sabha;2177
Shri Nilotpal Basu; Member Communist Party of India;2178
Editor; The Economics Times;2178
Shri Diwan Singh; Election Agent;2179
Shri Jagdish Verma; Private Secretary to the Minister of Education;2180
Editor; Dainik Bhaskar;2180
Shri Anil Dawra; IPS;2181
Editor; The Times of India;2181
Editor; Dinamalar;2182
Editor; Kumudam Reporter;2183
Shri M.G. Yathish; General Secretary Karnataka State Pollution Control Board;2186
Shri M. Lakshmana; Convenor Association of Concerned and Informed Citizens of Mysore;2187
Editor; Srinath Patrike;2187
Shri Abdul Kalam Azad; National Gold Palace;2188
Editor; Lakshmeesha Patrike;2188
Dr. G. N. Shivanna Reddy; District Health Officer;2189
Editor; The New Indian Express;2190
Editor; Deccan Herald;2192
Editor; DNA;2193
Editor; Dainik Jagran;2194
Shri K. Sudhakar; District Panchayat Officer;2195
Editor; Varadhi Daily;2195
Editor; Eenadu;2196
Editor; Andhra Bhoomi;2198
Shri Jayanta Deka;and others Mangaldai District Court;2201
Editor; Asomiya Pratidin;2201
Smt. Suprita S. Amin; Principal MICE;2202
Editor; India Today;2202
Col. Sanjay Dikshit; Northern Command GS (IW);2203
Editor; Times of India;2205
Shri S.N. Sinha; General Manager (P&A) Hindustan Copper Ltd.;2206
Editor; Uditvani;2206
Shri C.V. Varadarajan; Ad-ditional Collector of Customs;2207
Prof. G.S. Paliwal; Prof. & Head Department of Botany;2209
Dr. Komal Singh Rajput; Project Officer HNB Garhwal University;2209
Pt. Radhey Shyam Sharma; Ex-MLA;2210
Shri N.K. Jain; Executive Engineer PWD;2211
Shri Dinesh Jain; President Janata Party;2212
Ms. Seema A.R.;Cum- P.S. to Hon'ble Supreme Court of India;2215
Mr. Justice B.L. Hansaria; Judge Supreme Court of India;2215
Shri K.S. Bhatnagar; SHO Timarpur Police Station;2216
Sandhya Prahari; Hindi Daily;2216
Shri Ram Naresh Yadav; District President U.P. Journalists Asso-ciation;2217
Shri Umesh Kumar Srivastava; Deputy Superintendent of Police;2218
Prof. M.N. Faruqui; Vice Chancellor Aligarh Muslim University;2219
Amar Ujala; Hindi Daily;2219
Shri Dharam Chand Jain; News paper Agent;2220
Shri P.K. Chandranandan;Secretary District Committee of C.P.I.;2222
Editor; Dopahar Ka Saamana;2223
Shri S.C. Malhotra; Spl. In-spector General of Police;2224
Editor; The Times of India;2225
Shri Subhash Motwani; Di-rector Institute of Hotel Catering & Tour-ism Management;2226
Editor; The Times of In-dia;2226
Editor; The Mid-Day;2227
Editor; The Telegraph;2228
Editor; The Times of India;2229
Editor; Awaj;2230
Editor; Prabhat Khabar;2231
Dr. Gagan Dev Prasad; Medical Officer Primary Health Centre West Champaran;2232
Editor; Dainik Hindustan;2232
Shri Ashutosh Ahluwalia; Managing Director India Best Power Technology INC;2235
Ms. Jaya Jaitly; General Secretary Samata Party;2236
Partner; I.S. Goel & Co.;2237
Shri Rajender Singh; Sec-retary District Red Cross Society;2239
Chief Administrative Of-ficer; Bank Note Press;2240
Shri Parvez Dewan; Princi-pal Secretary to Governor J&K;2241
Director, Information and Public Relations; Government of U.P.;2243
Edi-tor; Samna;2244
Editor; Marmik;2244
Shri Zile Singh Chahal; Secretary All India Jat Maha Sabha;2245
Shri K.N. Shrivastava; Deputy Commissioner & District Magis-trate;2246
Dhyeya Nisthe Patrakarta; Kannada Daily;2246
Deputy Commissioner of Police; Special Branch (I) CID;2247
Shri S.N. Avate; Deputy Commissioner of Police;2248
Deputy Commissioner of Police; Special Branch (I);2249
Shri R.L. Kain; General Sec-retary Dr. B.R. Ambedkar Vichar Manch;2251
Shri Sambhu Nath Sikkiria; General Secretary Centre for Social Jus-tice;2252
Deputy Commissioner of Police; Special Branch (I);2255
Deputy Commissioner of Police; S.B.I. CID;2256
Editor; Saamna;2259
A.C.P.; Kalbadevi Div.;2260
Editor; The Times of India;2261
Shri Uttam Thawrani; Presi-dent Central Sindhi Panchayat;2262
Editor; Vyapar;2262
Shri U.S. Hazarika; President Chamber of Commerce;2263
Shri Hasan Mansur; Gen-eral Secretary People's Union for Civil Liberties;2265
Shri Ashwin Acharya; Ad-vocate;2266
Sandesh; Gujarati Daily;2266
Editor; Rashtriya Sahara;2267
Shri Kanwal Singh Verma; District Basic Education Officer;2272
Editor; Oriya daily;2273
Shri Dev Raj Vinaik; Brick Kiln Owner;2274
Shri Sadashivrao Mandlik; Minister of State Govt. of Maharashtra;2276
Smt. Sudha Rani Agarwal; PGT;2277
Shri Chandra Vir Gangu; District President Udyog Vyapar Mandal;2279
Dainik Amar Ujala; Hindi daily;2279
Shri Praveen Kumar; Cor-respondent Mazdoor Morcha;2282
Dainik Vishwa Manav; Hindi Daily;2283
Shri P.K. Johari; and others of M.P.;2284
Shri Kushal Chand Bader; Hony. Secretary Shri S.S. Jain Subodh Shiksha Samiti;2285
Prof. S.S. Hasan; Reader I.G.N.O.U.;2286
Jansatta; Hindi Daily;2286
Shri K. Narayanan; Ex Reg-istrar (Admn.) I.G.N.O.U.;2288
Ms. Anna Masearenhas; Member Church of St. Antony Siolim;2289
Sh. Vinod Verma; B.Subhash Movie Unit;2290
Sanjh Loksatta; Marathi Daily;2292
Shri Rajesh Kumar; M.P. Lok Sabha;2293
Tapan Mitra; Personnel Manager Voltas Ltd.;2294
Shri Tula Ram Gupta; Ad-vocate;2295
Dr. Shobha Kant Jha; Training Incharge Bihar Education Project;2297
Shri Adesh Jain; Employees Provident Fund Organisation;2299
Assistant Commissioner; Employees Provident Fund Organisation;2299
Sh. Maheshwar Singh; Rajya Sabha;2300
M.P.; Rajya Sabha;2300
Shri Tirath Singh; University of Delhi;2302
Shri M.S. Sangwan; Execu-tive Engineer Construction Circle;2304
Shri Nripendra Misra; IAS;2307
Dr. B.K. Sinha; IPS;2309
Shri Chaman Lal, Jr.;Engineer Municipal Committee;2310
Deputy Secretary;to Govt. of Assam;2311
Shri Pradeep Kumar Jajoria; I.A.S.;2312
Sh. Pradeep Kr. Jajoria; I.A.S.;2313
Mohd. Qurban; Shibli Bari Committee;2314
General Sec-retary; Shibli Bari Committee;2314
Shri Madan Maharaja; Former Member of Legislative Assembly;2316
Jannayak; Hindi Daily;2316
Shri N.K. Gupta; Managing Director Dugdh Utpadak Sahakari Sangh Ltd.;2317
Shri C.K. Neelakanta Raj; I.A.S.;2318
Shri Sayeedur Rahman; Assistant Secretary Furquania Academy Trust;2320
Smt. T. Mukthamba; I.A.S.;2321
Shri Yoonus; Press Reporter;2322
Shri Laxman Manchigaiah; Vice President Karnataka Chitrakala;2323
Smt. Mary Ravindranath; M.L.A.;2324
Dr. K. Chockalingam; Sherif of Madras;2325
Shri Kanna N. Lakshminarayana; Minister for Labour & Employment Government of Andhra Pradesh;2326
Shri K. Dhananjayan; Ca-tering Inspector Trivandrum-Guwahati Express;2327
Additional Commissioner of Police; C.I.D.;2329
Shri S.M. Khanvalkar; Mo-torman Central Railway;2330
The Editor; Maharashtra Times;2330
Dainik Basumati; Bengali Daily;2334
Shri Riaz Azimabadi; Chief Executive Dainik Jagran;2336
Editor; Dainik Sangam;2336
Dr. Shiva Jatan Thakur; Member Bihar Public Service Commis-sion;2337
Shri Bidhan Purkayastha; Ex-Editor Cochar Times;2338
Sh. Janardan Kumar; Civil Judge Secretary and Authorised Officer U.P. Judicial Service Association;2339
Editor; Royal Bul-letin;2339
Sh. B.K. Bhola; IPS;2340
Sh. C.M. Lingappa; MLA;2342
Sh. K.P. Singh Deo; Hon'ble Minister of State for Information & Broadcasting;2343
Mrs. Kiran Bedi; Addl. Commissioner of Police;2347
Smt. Diljeet Sabharwal; President Inner Wheel Club;2348
C. Chikkana; IAS;2350
Sh. Panduri Rao Kradutt; State Convenor Rashtriya Swayam Sewak Sangh;2351
Dr. J.K. Jain; President Jain Satellite Television;2352
Dr. Ramji Narayanan; Medical Superintendent Santokhba Durlabji Memorial Hospital;2353
Dr. Dhanpat Rai Khanna; Editor Dosti Ka Sandesh;2357
Editor; Aatma Ki Jwala;2358
Sh. Bhagwan Devnani; Pro-prietor Maharaja Textile;2359
Editor; Sachchi Kalam;2359
Sh. D.K. Goel; Proprietor IIT-Jee;2362
Sh. Anant Kumar Singh; D.M. Muzaffarnagar The Pioneer;2363
Shri Babulal Bohra; President Shri Saraswati Kala Mandir;2364
Editor; Rajasthan Patrika;2364
Dr. L.P. Rai; Civil Surgeoncum-Chief Medical Superintendent;2368
Editor; Dainik Bhaskar;2369
Dr. S.K. Bhargava; Professor Jai Narayan Vyas University;2371
Editor; Dainik Bhaskar;2371
Shri Chandra Prakash Arya; Deputy Manager State Bank of India;2372
Editor; Rajasthan Patrika;2372
Editor; Rajasthan Patrika;2373
Editor; Dainik Sriganganagar Bhaskar;2374
Shri Ram Narayan Ex-M.P. Meena; and President District Congress Committee;2375
Dainik Angad; Bundi;2375
Editor; Desh Ki Dharti;2377
Editor; Kota Bureau;2378
Dr. Divakar Minj; BJP;2379
Editor; Kishanganj Kishanganj Express;2380
Shri Mohd. Azam; Managing Director Azam Rubber Product;2381
Shri Mohd. Azam; Managing Managing Director Azam Rubber Product;2382
Dr. Raj Kumar; System Manager Department of Computer Centre;2383
Shri Chakor Surya Pratap Singh; Kendriya Vidyalaya;2384
Editor; Dainik Jagran;2384
Editor; Dainik Jagran;2385
Editor; Dainik Jagran;2386
Editor; Swantantra Chetna;2387
Shri Santosh Kumar Sarangi; IAS;2388
Editor; Pragativadi;2390
Editor; Gujarat Samachar;2397
Editor; Gujarat Samachar;2398
Shri Bal Patil; Member Maharashtra State Minorities Commission;2400
Editor; The Times of India;2400
Shri Bal Patil; Member Maharashtra State Minorities Commissíon;2401
Editor; The Times of India;2401
Shri Bal Patil; Member Maharashtra State Minorities Commission;2402
Editor; The Times of India;2402
Shri Bal Patil; Member Maharashtra State Minorities Commission;2403
